Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
ANAT,American National Insurance Company,113.72,$3.06B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,NASDAQ
AOBC,American Outdoor Brands Corporation,9.02,$492.11M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,NASDAQ
APEI,"American Public Education, Inc.",29.17,$483.82M,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,NASDAQ
AREC,American Resources Corporation,2.55,$59.46M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,NASDAQ
AMRB,American River Bankshares,12.74,$75.01M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,NASDAQ
AMSWA,"American Software, Inc.",14.33,$446.02M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,NASDAQ
AMSC,American Superconductor Corporation,8.33,$178.67M,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,NASDAQ
AMWD,American Woodmark Corporation,78.2,$1.32B,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,NASDAQ
CRMT,"America&#39;s Car-Mart, Inc.",86.67,$580.64M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,NASDAQ
ABCB,Ameris Bancorp,37.8,$1.8B,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,NASDAQ
AMSF,"AMERISAFE, Inc.",61.24,$1.18B,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,NASDAQ
ASRV,AmeriServ Financial Inc.,4.16,$72.98M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv,NASDAQ
ASRVP,AmeriServ Financial Inc.,29.4536,"$618,525.60 ",n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,NASDAQ
ATLO,Ames National Corporation,26.76,$247.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo,NASDAQ
AMGN,Amgen Inc.,178.39,$108.81B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,NASDAQ
FOLD,"Amicus Therapeutics, Inc.",12.06,$3.01B,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,NASDAQ
AMKR,"Amkor Technology, Inc.",6.86,$1.64B,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc.",20.27,$954.02M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph,NASDAQ
IBUY,Amplify Online Retail ETF,48.93,$274.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibuy,NASDAQ
ASYS,"Amtech Systems, Inc.",6.01,$85.58M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys,NASDAQ
AMRS,"Amyris, Inc.",3.96,$370.27M,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,NASDAQ
ADI,"Analog Devices, Inc.",105.1,$38.86B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,NASDAQ
ANAB,"AnaptysBio, Inc.",67.22,$1.82B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,NASDAQ
AVXL,Anavex Life Sciences Corp.,3.14,$159.3M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,NASDAQ
ANCN,Anchiano Therapeutics Ltd.,4.3,$29.33M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ancn,NASDAQ
ANDA,Andina Acquisition Corp. III,9.86,$137M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/anda,NASDAQ
ANDAR,Andina Acquisition Corp. III,0.27,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andar,NASDAQ
ANDAU,Andina Acquisition Corp. III,10.282,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau,NASDAQ
ANDAW,Andina Acquisition Corp. III,0.23,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw,NASDAQ
ANGI,ANGI Homeservices Inc.,14.61,$7.4B,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,NASDAQ
ANGO,"AngioDynamics, Inc.",19.39,$721.62M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc.",72.5,$873.46M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,NASDAQ
ANIK,Anika Therapeutics Inc.,40.52,$575.66M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,NASDAQ
ANIX,"Anixa Biosciences, Inc.",4.21,$84.61M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,NASDAQ
ANSS,"ANSYS, Inc.",198.72,$16.68B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,NASDAQ
ATRS,"Antares Pharma, Inc.",3.03,$492.74M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,NASDAQ
APLS,"Apellis Pharmaceuticals, Inc.",21.86,$1.38B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,NASDAQ
APOG,"Apogee Enterprises, Inc.",38.27,$1.02B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,NASDAQ
APEN,"Apollo Endosurgery, Inc.",3.66,$80.24M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,NASDAQ
AINV,Apollo Investment Corporation,16.3,$1.12B,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv,NASDAQ
AMEH,"Apollo Medical Holdings, Inc.",16.34,$584.45M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,NASDAQ
APPF,"AppFolio, Inc.",104.19,$3.54B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,NASDAQ
APPN,Appian Corporation,34.68,$2.24B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,NASDAQ
AAPL,Apple Inc.,193.89,$892.1B,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,NASDAQ
ARCI,"Appliance Recycling Centers of America, Inc.",4.61,$7.81M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,NASDAQ
APDN,Applied DNA Sciences Inc,0.617,$23.38M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,NASDAQ
APDNW,Applied DNA Sciences Inc,0.01,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,NASDAQ
AGTC,Applied Genetic Technologies Corporation,3.99,$72.5M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,NASDAQ
AMAT,"Applied Materials, Inc.",40.5,$37.91B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,NASDAQ
AAOI,"Applied Optoelectronics, Inc.",8.87,$176.86M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,NASDAQ
APLT,"Applied Therapeutics, Inc.",9.06,$154.49M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aplt,NASDAQ
AREX,Approach Resources Inc.,0.2279,$21.35M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,NASDAQ
APVO,Aptevo Therapeutics Inc.,0.8877,$40.03M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,NASDAQ
APTX,Aptinyx Inc.,3,$100.69M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,NASDAQ
APM,Aptorum Group Limited,23.8,$155.59M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,NASDAQ
APTO,"Aptose Biosciences, Inc.",2.1,$111.71M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,NASDAQ
APYX,Apyx Medical Corporation,6.65,$226.38M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx,NASDAQ
AQMS,"Aqua Metals, Inc.",1.58,$70.73M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,NASDAQ
AQB,"AquaBounty Technologies, Inc.",2.12,$45.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb,NASDAQ
AQST,"Aquestive Therapeutics, Inc.",4.56,$113.89M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,NASDAQ
AQXP,"Aquinox Pharmaceuticals, Inc.",2.285,$53.78M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,NASDAQ
PETX,"Aratana Therapeutics, Inc.",4.74,$232.11M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,NASDAQ
ARAV,"Aravive, Inc.",5.85,$65.97M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,NASDAQ
ABUS,Arbutus Biopharma Corporation,1.82,$105.59M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,NASDAQ
ARCW,"ARC Group Worldwide, Inc.",0.526,$12.3M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,NASDAQ
ABIO,"ARCA biopharma, Inc.",6.4,$15.93M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,NASDAQ
RKDA,"Arcadia Biosciences, Inc.",3.64,$17.39M,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,NASDAQ
ARCB,ArcBest Corporation,26.38,$673.04M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,NASDAQ
ACGL,Arch Capital Group Ltd.,35.52,$14.34B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,NASDAQ
ACGLO,Arch Capital Group Ltd.,24.991,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,NASDAQ
ACGLP,Arch Capital Group Ltd.,23.97,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,NASDAQ
FUV,"Arcimoto, Inc.",2.76,$45.12M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,NASDAQ
ARCE,Arco Platform Limited,43.9,$996.59M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,NASDAQ
ARCT,Arcturus Therapeutics Holdings Inc.,6.07,$65.32M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct,NASDAQ
ARDX,"Ardelyx, Inc.",2.49,$155.88M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,NASDAQ
ARNA,"Arena Pharmaceuticals, Inc.",57.23,$2.84B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,NASDAQ
ARCC,Ares Capital Corporation,17.96,$7.66B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc,NASDAQ
ARGX,argenx SE,125.93,$4.78B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,NASDAQ
ARDS,Aridis Pharmaceuticals Inc.,7.1,$57.56M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,NASDAQ
ARKR,Ark Restaurants Corp.,20.11,$70.36M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,NASDAQ
ARTX,Arotech Corporation,2.02,$53.86M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,NASDAQ
ARQL,"ArQule, Inc.",9.58,$1.05B,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,NASDAQ
ARRY,Array BioPharma Inc.,46.44,$10.3B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,NASDAQ
DWCR,Arrow DWA Country Rotation ETF,26.5602,$14.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr,NASDAQ
DWAT,Arrow DWA Tactical ETF,10.9866,$5.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat,NASDAQ
AROW,Arrow Financial Corporation,33.37,$483.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,NASDAQ
ARWR,"Arrowhead Pharmaceuticals, Inc.",26.45,$2.51B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,NASDAQ
ARTNA,Artesian Resources Corporation,37.24,$345.38M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,NASDAQ
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.02,$8.65M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,NASDAQ
ARVN,"Arvinas, Inc.",21.92,$708.59M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,NASDAQ
ARYA,ARYA Sciences Acquisition Corp.,10,$179.69M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya,NASDAQ
ARYAU,ARYA Sciences Acquisition Corp.,10.67,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,NASDAQ
ARYAW,ARYA Sciences Acquisition Corp.,1.18,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,NASDAQ
ASNA,"Ascena Retail Group, Inc.",0.7426,$146.88M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,NASDAQ
ASND,Ascendis Pharma A/S,128,$6.03B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,NASDAQ
ASCMA,"Ascent Capital Group, Inc.",1.16,$14.49M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,NASDAQ
APWC,Asia Pacific Wire & Cable Corporation Limited,2.18,$30.13M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,NASDAQ
ASLN,ASLAN Pharmaceuticals Limited,3.6,$115.38M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,NASDAQ
ASML,ASML Holding N.V.,189.64,$80.72B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,NASDAQ
ASPU,Aspen Group Inc.,4.06,$75.71M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,NASDAQ
AZPN,"Aspen Technology, Inc.",121.29,$8.36B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,NASDAQ
ASMB,"Assembly Biosciences, Inc.",15,$384.01M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,NASDAQ
ASRT,"Assertio Therapeutics, Inc.",3,$193.22M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,NASDAQ
ASFI,"Asta Funding, Inc.",7.1,$47.47M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,NASDAQ
ASTE,"Astec Industries, Inc.",29.72,$669.61M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,NASDAQ
ATRO,Astronics Corporation,38.85,$1.27B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,NASDAQ
ALOT,"AstroNova, Inc.",24.5,$171.7M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,NASDAQ
ASTC,Astrotech Corporation,3.12,$18.02M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,NASDAQ
ASUR,Asure Software Inc,7.1,$109.37M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,NASDAQ
ASV,"ASV Holdings, Inc.",2.09,$20.69M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,NASDAQ
ATAI,ATA Inc.,2.11,$51.32M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,NASDAQ
ATRA,"Atara Biotherapeutics, Inc.",22.07,$1.02B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,NASDAQ
ATNX,"Athenex, Inc.",17.81,$1.37B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,NASDAQ
ATHX,"Athersys, Inc.",1.83,$274.09M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,NASDAQ
ATIF,ATIF Holdings Limited,3.31,$129.09M,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif,NASDAQ
AAME,Atlantic American Corporation,2.39,$48.14M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,NASDAQ
ACBI,"Atlantic Capital Bancshares, Inc.",17.1,$412.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,NASDAQ
AUB,Atlantic Union Bankshares Corporation,34.61,$2.84B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aub,NASDAQ
AY,Atlantica Yield plc,22.64,$2.27B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,NASDAQ
ATLC,Atlanticus Holdings Corporation,3.65,$58.3M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,NASDAQ
AAWW,Atlas Air Worldwide Holdings,40.27,$1.04B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,NASDAQ
AFH,"Atlas Financial Holdings, Inc.",0.8911,$10.64M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,NASDAQ
AFHBL,"Atlas Financial Holdings, Inc.",9.9537,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,NASDAQ
TEAM,Atlassian Corporation Plc,130.65,$31.49B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,NASDAQ
ATNI,"ATN International, Inc.",58.81,$940.59M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,NASDAQ
ATOM,Atomera Incorporated,5.19,$79.57M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,NASDAQ
ATOS,Atossa Genetics Inc.,2.07,$18.89M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,NASDAQ
ATRC,"AtriCure, Inc.",29.91,$1.16B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,NASDAQ
ATRI,Atrion Corporation,868.83,$1.61B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,NASDAQ
ATIS,Attis Industries Inc.,1.7001,$5.85M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atis,NASDAQ
ATISW,Attis Industries Inc.,0.2,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atisw,NASDAQ
LIFE,"aTyr Pharma, Inc.",0.3471,$15.92M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,NASDAQ
AUBN,"Auburn National Bancorporation, Inc.",31.69,$113.47M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,NASDAQ
BOLD,"Audentes Therapeutics, Inc.",39.85,$1.76B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,NASDAQ
AUDC,AudioCodes Ltd.,15.8,$463.69M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,NASDAQ
AEYE,"AudioEye, Inc.",7.7,$58.85M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye,NASDAQ
AUPH,Aurinia Pharmaceuticals Inc,6.34,$581.04M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,NASDAQ
EARS,Auris Medical Holding Ltd.,2.78,$5.3M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,NASDAQ
JG,Aurora Mobile Limited,5.4,$620.04M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,NASDAQ
ADSK,"Autodesk, Inc.",157.38,$34.56B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,NASDAQ
AUTL,Autolus Therapeutics plc,15.86,$713.34M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,NASDAQ
ADP,"Automatic Data Processing, Inc.",165.94,$72.22B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,NASDAQ
AUTO,"AutoWeb, Inc.",3.93,$51.66M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,NASDAQ
AVDL,Avadel Pharmaceuticals plc,2.73,$101.98M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,NASDAQ
AVCO,Avalon GloboCare Corp.,2.22,$167.96M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco,NASDAQ
AVDR,"Avedro, Inc",20.18,$345.28M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr,NASDAQ
ATXI,"Avenue Therapeutics, Inc.",5.9263,$98.14M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,NASDAQ
AVEO,"AVEO Pharmaceuticals, Inc.",0.7236,$116.31M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,NASDAQ
AVNW,"Aviat Networks, Inc.",13.03,$70.07M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,NASDAQ
CDMO,"Avid Bioservices, Inc.",3.92,$219.81M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,NASDAQ
CDMOP,"Avid Bioservices, Inc.",27.3176,$19.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,NASDAQ
AVID,"Avid Technology, Inc.",7.69,$326.18M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,NASDAQ
AVGR,"Avinger, Inc.",0.4697,$30.15M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,NASDAQ
CAR,"Avis Budget Group, Inc.",33.42,$2.54B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,NASDAQ
AVT,"Avnet, Inc.",42.78,$4.55B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/avt,NASDAQ
AVRO,"AVROBIO, Inc.",13.5,$325.98M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,NASDAQ
AWRE,"Aware, Inc.",3.29,$70.9M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,NASDAQ
ACLS,"Axcelis Technologies, Inc.",14.2,$467.78M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,NASDAQ
AXLA,Axcella Health Inc.,9.95,$228.73M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/axla,NASDAQ
AXGN,"AxoGen, Inc.",20.99,$821.76M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,NASDAQ
AAXN,"Axon Enterprise, Inc.",68.17,$4.03B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,NASDAQ
AXNX,"Axonics Modulation Technologies, Inc.",35.93,$1.02B,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx,NASDAQ
AXGT,Axovant Gene Therapies Ltd.,5.52,$125.74M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axgt,NASDAQ
AXSM,"Axsome Therapeutics, Inc.",23.17,$771.68M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,NASDAQ
AXTI,AXT Inc,3.96,$158.8M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,NASDAQ
